S/No.,Date,LPO No.,Diesel @,DO/SDO,Truck No.,Ltrs,Price per Ltr,Destinations
995,17-Nov,2353,INFINITY,6649,T976 DVK,400,2875,DAR
996,17-Nov,2354,LAKE KAPIRI,6573,T710 DXY,560,1.2,KOLWEZI
997,17-Nov,2354,LAKE KAPIRI,6806,T859 EKS,460,1.2,TFM
998,17-Nov,2354,LAKE KAPIRI,6550,T715 DXY,600,1.2,KOLWEZI
999,17-Nov,2354,LAKE KAPIRI,6784,T843 DNH,600,1.2,KOLWEZI
1000,17-Nov,2354,LAKE KAPIRI,6786,T983 DVK,560,1.2,KOLWEZI
1001,17-Nov,2354,LAKE KAPIRI,6787,T585 DTB,600,1.2,KOLWEZI
1002,17-Nov,2354,LAKE KAPIRI,6783,T160 DZY,560,1.2,KOLWEZI
1003,17-Nov,2354,LAKE KAPIRI,6875,T717 EET,560,1.2,KOLWEZI
1004,17-Nov,2354,LAKE KAPIRI,6873,T709 EET,560,1.2,KOLWEZI
1005,17-Nov,2354,LAKE KAPIRI,6791,T525 EEQ,560,1.2,KOLWEZI
1006,17-Nov,2354,LAKE KAPIRI,6874,T653 DRE,600,1.2,KOLWEZI
1007,17-Nov,2354,LAKE KAPIRI,6564,T885 EEU,560,1.2,KOLWEZI
1008,17-Nov,2354,LAKE KAPIRI,6801,T684 ENG,460,1.2,TFM
1009,17-Nov,2354,LAKE KAPIRI,6790,T597 EDD,560,1.2,KOLWEZI
1010,17-Nov,2354,LAKE KAPIRI,6788,T765 DWK ,560,1.2,KOLWEZI
1011,17-Nov,2355,LAKE NDOLA ,6638,T710 EHJ,50,1.2,DAR
1012,17-Nov,2355,LAKE NDOLA ,6842,T709 EHJ,50,1.2,DAR
1013,17-Nov,2355,LAKE NDOLA ,6826,T531 DRF,50,1.2,DAR
1014,17-Nov,2355,LAKE NDOLA ,6634,T593 DTB,50,1.2,DAR
1015,17-Nov,2355,LAKE NDOLA ,6635,T523 DRF,50,1.2,DAR
1016,17-Nov,2356,LAKE KAPIRI,6638,T710 EHJ,350,1.2,DAR
1017,17-Nov,2356,LAKE KAPIRI,6842,T709 EHJ,350,1.2,DAR
1018,17-Nov,2356,LAKE KAPIRI,6826,T531 DRF,350,1.2,DAR
1019,17-Nov,2356,LAKE KAPIRI,6634,T593 DTB,350,1.2,DAR
1020,17-Nov,2356,LAKE KAPIRI,6635,T523 DRF,350,1.2,DAR
1021,17-Nov,2357,LAKE CHILABOMBWE,6738,T512 EGD,50,1.2,DAR
1022,17-Nov,2357,LAKE CHILABOMBWE,6736,T211 ELV,50,1.2,DAR
1023,17-Nov,2357,LAKE CHILABOMBWE,6843,T164 DZY,60,1.2,DAR
1024,17-Nov,2358,LAKE TUNDUMA,NIL,T525 DPN ,60,2875,NIL
1025,17-Nov,2359,GBP MOROGORO,NIL,T568 DAF,150,2710,NIL
1026,17-Nov,2360,CASH,NIL,T762 DWK,50,2940.6,NIL
1027,17-Nov,2360,CASH,NIL,T667 EAQ,50,2940.6,NIL
1028,17-Nov,2360,CASH,NIL,T475 EKZ,50,2940.6,NIL
1029,17-Nov,2360,CASH,NIL,T589 DRE,600,2940.6,NIL
1030,17-Nov,2360,CASH,NIL,T679 EAQ,560,2940.6,NIL
1031,17-Nov,2360,CASH,NIL,T667 ECQ,200,2940.6,NIL
1032,17-Nov,2360,CASH,NIL,T217 EHE,350,2940.6,NIL
1033,17-Nov,2360,CASH,NIL,T512 EGD,50,2940.6,NIL
1034,17-Nov,2360,CASH,NIL,T475 EKZ,350,2940.6,NIL
1035,17-Nov,2360,CASH,NIL,T762 DWK,350,2940.6,NIL
1036,17-Nov,2360,CASH,NIL,T667 EAQ,350,2940.6,NIL
1037,17-Nov,2360,CASH,NIL,T793 DNH,90,2940.6,NIL
1038,17-Nov,2360,CASH,NIL,T522 DRF,60,2940.6,NIL
1039,17-Nov,2360,CASH,NIL,T164 DZY,60,2940.6,NIL
